,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
1094,p-so-11,Y-coord,-2.0-2.0,1.5,2560.0,280.0,9.859154929577464,1.0
1190,p-so-12,Y-coord,-2.0-2.0,1.5,2505.0,335.0,11.795774647887324,1.0
1286,p-so-13,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1382,p-so-14,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1478,p-so-15,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1574,p-so-16,Y-coord,-2.0-2.0,1.5,2730.0,110.0,3.8732394366197185,1.0
1670,p-so-2,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1766,p-so-3,Y-coord,-2.0-2.0,1.5,2804.0,36.0,1.267605633802817,1.0
1862,p-so-4,Y-coord,-2.0-2.0,1.5,2784.0,56.0,1.971830985915493,1.0
1958,p-so-5,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
2054,p-so-6,Y-coord,-2.0-2.0,1.5,2778.0,62.0,2.183098591549296,1.0
2150,p-so-7,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
2246,p-so-8,Y-coord,-2.0-2.0,1.5,2653.0,187.0,6.584507042253521,1.0
2342,p-so-9,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
2438,pcpo-1,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
2534,pcpo-2,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
2630,pcpo-3,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
2726,pnpo-1,Y-coord,-2.0-2.0,1.5,2832.0,8.0,0.28169014084507044,1.0
2822,pnpo-10,Y-coord,-2.0-2.0,1.5,2482.0,358.0,12.605633802816902,1.0
2918,pnpo-11,Y-coord,-2.0-2.0,1.5,2470.0,370.0,13.028169014084508,1.0
3014,pnpo-12,Y-coord,-2.0-2.0,1.5,2448.0,392.0,13.80281690140845,1.0
3110,pnpo-13,Y-coord,-2.0-2.0,1.5,2425.0,415.0,14.612676056338028,1.0
3206,pnpo-2,Y-coord,-2.0-2.0,1.5,2565.0,275.0,9.683098591549296,1.0
3302,pnpo-3,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
3398,pnpo-4,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
3494,pnpo-5,Y-coord,-2.0-2.0,1.5,2829.0,11.0,0.3873239436619718,1.0
3590,pnpo-6,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
3686,pnpo-7,Y-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
3782,pnpo-8,Y-coord,-2.0-2.0,1.5,2831.0,9.0,0.31690140845070425,1.0
3878,pnpo-9,Y-coord,-2.0-2.0,1.5,2474.0,366.0,12.887323943661972,1.0
39,n-n-1,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
135,n-n-2,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
231,n-n-3,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
327,n-n-4,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
423,n-n-5,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
519,p-p-1,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
615,p-p-2,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
711,p-p-3,Y-coord,-2.0-2.0,1.75,2768.0,72.0,2.535211267605634,0.0
807,p-p-4,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
903,p-so-1,Y-coord,-2.0-2.0,1.75,2815.0,25.0,0.8802816901408451,1.0
999,p-so-10,Y-coord,-2.0-2.0,1.75,2806.0,34.0,1.1971830985915493,1.0
1095,p-so-11,Y-coord,-2.0-2.0,1.75,2591.0,249.0,8.767605633802816,1.0
1191,p-so-12,Y-coord,-2.0-2.0,1.75,2541.0,299.0,10.528169014084508,1.0
1287,p-so-13,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
1383,p-so-14,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
1479,p-so-15,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
1575,p-so-16,Y-coord,-2.0-2.0,1.75,2763.0,77.0,2.711267605633803,1.0
1671,p-so-2,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
1767,p-so-3,Y-coord,-2.0-2.0,1.75,2826.0,14.0,0.49295774647887325,1.0
1863,p-so-4,Y-coord,-2.0-2.0,1.75,2796.0,44.0,1.5492957746478873,1.0
1959,p-so-5,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
2055,p-so-6,Y-coord,-2.0-2.0,1.75,2812.0,28.0,0.9859154929577465,1.0
2151,p-so-7,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
2247,p-so-8,Y-coord,-2.0-2.0,1.75,2714.0,126.0,4.436619718309859,1.0
2343,p-so-9,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
2439,pcpo-1,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
2535,pcpo-2,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
2631,pcpo-3,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,0.0
2727,pnpo-1,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
2823,pnpo-10,Y-coord,-2.0-2.0,1.75,2528.0,312.0,10.985915492957746,1.0
2919,pnpo-11,Y-coord,-2.0-2.0,1.75,2518.0,322.0,11.338028169014084,1.0
3015,pnpo-12,Y-coord,-2.0-2.0,1.75,2494.0,346.0,12.183098591549296,1.0
3111,pnpo-13,Y-coord,-2.0-2.0,1.75,2473.0,367.0,12.922535211267606,1.0
3207,pnpo-2,Y-coord,-2.0-2.0,1.75,2600.0,240.0,8.450704225352112,1.0
3303,pnpo-3,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3399,pnpo-4,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3495,pnpo-5,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3591,pnpo-6,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3687,pnpo-7,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3783,pnpo-8,Y-coord,-2.0-2.0,1.75,2840.0,0.0,0.0,1.0
3879,pnpo-9,Y-coord,-2.0-2.0,1.75,2523.0,317.0,11.161971830985916,1.0
40,n-n-1,Y-coord,-3.0-3.0,0.0,2980.0,1280.0,30.046948356807512,0.0
136,n-n-2,Y-coord,-3.0-3.0,0.0,3196.0,1064.0,24.976525821596244,0.0
232,n-n-3,Y-coord,-3.0-3.0,0.0,3198.0,1062.0,24.929577464788732,0.0
328,n-n-4,Y-coord,-3.0-3.0,0.0,2588.0,1672.0,39.248826291079816,0.0
424,n-n-5,Y-coord,-3.0-3.0,0.0,3529.0,731.0,17.15962441314554,0.0
520,p-p-1,Y-coord,-3.0-3.0,0.0,2148.0,2112.0,49.57746478873239,0.0
616,p-p-2,Y-coord,-3.0-3.0,0.0,2217.0,2043.0,47.95774647887324,0.0
712,p-p-3,Y-coord,-3.0-3.0,0.0,2234.0,2026.0,47.55868544600939,0.0
808,p-p-4,Y-coord,-3.0-3.0,0.0,2414.0,1846.0,43.333333333333336,0.0
904,p-so-1,Y-coord,-3.0-3.0,0.0,2560.0,1700.0,39.906103286384976,1.0
1000,p-so-10,Y-coord,-3.0-3.0,0.0,2646.0,1614.0,37.88732394366197,1.0
1096,p-so-11,Y-coord,-3.0-3.0,0.0,2504.0,1756.0,41.220657276995304,1.0
1192,p-so-12,Y-coord,-3.0-3.0,0.0,2475.0,1785.0,41.901408450704224,1.0
1288,p-so-13,Y-coord,-3.0-3.0,0.0,2886.0,1374.0,32.25352112676056,1.0
1384,p-so-14,Y-coord,-3.0-3.0,0.0,2779.0,1481.0,34.76525821596244,1.0
1480,p-so-15,Y-coord,-3.0-3.0,0.0,2812.0,1448.0,33.990610328638496,1.0
1576,p-so-16,Y-coord,-3.0-3.0,0.0,2617.0,1643.0,38.568075117370896,1.0
1672,p-so-2,Y-coord,-3.0-3.0,0.0,3271.0,989.0,23.215962441314552,1.0
1768,p-so-3,Y-coord,-3.0-3.0,0.0,2420.0,1840.0,43.1924882629108,1.0
1864,p-so-4,Y-coord,-3.0-3.0,0.0,2424.0,1836.0,43.098591549295776,1.0
1960,p-so-5,Y-coord,-3.0-3.0,0.0,2399.0,1861.0,43.68544600938967,1.0
2056,p-so-6,Y-coord,-3.0-3.0,0.0,2870.0,1390.0,32.629107981220656,1.0
2152,p-so-7,Y-coord,-3.0-3.0,0.0,2671.0,1589.0,37.30046948356807,1.0
2248,p-so-8,Y-coord,-3.0-3.0,0.0,2578.0,1682.0,39.48356807511737,1.0
2344,p-so-9,Y-coord,-3.0-3.0,0.0,2945.0,1315.0,30.868544600938968,1.0
2440,pcpo-1,Y-coord,-3.0-3.0,0.0,3383.0,877.0,20.586854460093896,0.0
2536,pcpo-2,Y-coord,-3.0-3.0,0.0,3108.0,1152.0,27.04225352112676,0.0
2632,pcpo-3,Y-coord,-3.0-3.0,0.0,3155.0,1105.0,25.938967136150236,0.0
2728,pnpo-1,Y-coord,-3.0-3.0,0.0,3203.0,1057.0,24.812206572769952,1.0
2824,pnpo-10,Y-coord,-3.0-3.0,0.0,2727.0,1533.0,35.985915492957744,1.0
2920,pnpo-11,Y-coord,-3.0-3.0,0.0,2702.0,1558.0,36.57276995305164,1.0
3016,pnpo-12,Y-coord,-3.0-3.0,0.0,2691.0,1569.0,36.83098591549296,1.0
3112,pnpo-13,Y-coord,-3.0-3.0,0.0,2648.0,1612.0,37.840375586854464,1.0
3208,pnpo-2,Y-coord,-3.0-3.0,0.0,2643.0,1617.0,37.95774647887324,1.0
3304,pnpo-3,Y-coord,-3.0-3.0,0.0,3371.0,889.0,20.868544600938968,1.0
3400,pnpo-4,Y-coord,-3.0-3.0,0.0,3288.0,972.0,22.816901408450704,1.0
3496,pnpo-5,Y-coord,-3.0-3.0,0.0,3203.0,1057.0,24.812206572769952,1.0
3592,pnpo-6,Y-coord,-3.0-3.0,0.0,3612.0,648.0,15.211267605633802,1.0
3688,pnpo-7,Y-coord,-3.0-3.0,0.0,3625.0,635.0,14.906103286384976,1.0
3784,pnpo-8,Y-coord,-3.0-3.0,0.0,3137.0,1123.0,26.36150234741784,1.0
3880,pnpo-9,Y-coord,-3.0-3.0,0.0,2731.0,1529.0,35.89201877934272,1.0
41,n-n-1,Y-coord,-3.0-3.0,0.25,3341.0,919.0,21.572769953051644,0.0
137,n-n-2,Y-coord,-3.0-3.0,0.25,3537.0,723.0,16.971830985915492,0.0
233,n-n-3,Y-coord,-3.0-3.0,0.25,3541.0,719.0,16.877934272300468,0.0
329,n-n-4,Y-coord,-3.0-3.0,0.25,3040.0,1220.0,28.63849765258216,0.0
425,n-n-5,Y-coord,-3.0-3.0,0.25,3880.0,380.0,8.92018779342723,0.0
521,p-p-1,Y-coord,-3.0-3.0,0.25,2810.0,1450.0,34.03755868544601,0.0
617,p-p-2,Y-coord,-3.0-3.0,0.25,2592.0,1668.0,39.15492957746479,0.0
713,p-p-3,Y-coord,-3.0-3.0,0.25,2327.0,1933.0,45.375586854460096,0.0
809,p-p-4,Y-coord,-3.0-3.0,0.25,2235.0,2025.0,47.53521126760563,0.0
905,p-so-1,Y-coord,-3.0-3.0,0.25,3064.0,1196.0,28.07511737089202,1.0
1001,p-so-10,Y-coord,-3.0-3.0,0.25,3131.0,1129.0,26.502347417840376,1.0
1097,p-so-11,Y-coord,-3.0-3.0,0.25,2985.0,1275.0,29.929577464788732,1.0
1193,p-so-12,Y-coord,-3.0-3.0,0.25,2923.0,1337.0,31.384976525821596,1.0
1289,p-so-13,Y-coord,-3.0-3.0,0.25,3490.0,770.0,18.07511737089202,1.0
1385,p-so-14,Y-coord,-3.0-3.0,0.25,3284.0,976.0,22.910798122065728,1.0
1481,p-so-15,Y-coord,-3.0-3.0,0.25,3337.0,923.0,21.666666666666668,1.0
1577,p-so-16,Y-coord,-3.0-3.0,0.25,3114.0,1146.0,26.901408450704224,1.0
1673,p-so-2,Y-coord,-3.0-3.0,0.25,3803.0,457.0,10.727699530516432,1.0
1769,p-so-3,Y-coord,-3.0-3.0,0.25,2944.0,1316.0,30.892018779342724,1.0
1865,p-so-4,Y-coord,-3.0-3.0,0.25,2965.0,1295.0,30.399061032863848,1.0
1961,p-so-5,Y-coord,-3.0-3.0,0.25,2917.0,1343.0,31.525821596244132,1.0
2057,p-so-6,Y-coord,-3.0-3.0,0.25,3264.0,996.0,23.380281690140844,1.0
2153,p-so-7,Y-coord,-3.0-3.0,0.25,3215.0,1045.0,24.530516431924884,1.0
2249,p-so-8,Y-coord,-3.0-3.0,0.25,2968.0,1292.0,30.328638497652584,1.0
2345,p-so-9,Y-coord,-3.0-3.0,0.25,3517.0,743.0,17.441314553990612,1.0
2441,pcpo-1,Y-coord,-3.0-3.0,0.25,3886.0,374.0,8.779342723004694,0.0
2537,pcpo-2,Y-coord,-3.0-3.0,0.25,3534.0,726.0,17.04225352112676,0.0
2633,pcpo-3,Y-coord,-3.0-3.0,0.25,3522.0,738.0,17.323943661971832,0.0
2729,pnpo-1,Y-coord,-3.0-3.0,0.25,3638.0,622.0,14.60093896713615,1.0
2825,pnpo-10,Y-coord,-3.0-3.0,0.25,3080.0,1180.0,27.699530516431924,1.0
2921,pnpo-11,Y-coord,-3.0-3.0,0.25,3050.0,1210.0,28.4037558685446,1.0
3017,pnpo-12,Y-coord,-3.0-3.0,0.25,3030.0,1230.0,28.87323943661972,1.0
3113,pnpo-13,Y-coord,-3.0-3.0,0.25,3006.0,1254.0,29.43661971830986,1.0
3209,pnpo-2,Y-coord,-3.0-3.0,0.25,3153.0,1107.0,25.985915492957748,1.0
3305,pnpo-3,Y-coord,-3.0-3.0,0.25,3747.0,513.0,12.04225352112676,1.0
3401,pnpo-4,Y-coord,-3.0-3.0,0.25,3723.0,537.0,12.605633802816902,1.0
3497,pnpo-5,Y-coord,-3.0-3.0,0.25,3626.0,634.0,14.88262910798122,1.0
3593,pnpo-6,Y-coord,-3.0-3.0,0.25,3947.0,313.0,7.347417840375587,1.0
3689,pnpo-7,Y-coord,-3.0-3.0,0.25,3959.0,301.0,7.065727699530516,1.0
3785,pnpo-8,Y-coord,-3.0-3.0,0.25,3601.0,659.0,15.469483568075118,1.0
3881,pnpo-9,Y-coord,-3.0-3.0,0.25,3072.0,1188.0,27.887323943661972,1.0
42,n-n-1,Y-coord,-3.0-3.0,0.5,3654.0,606.0,14.225352112676056,0.0
138,n-n-2,Y-coord,-3.0-3.0,0.5,3825.0,435.0,10.211267605633802,0.0
234,n-n-3,Y-coord,-3.0-3.0,0.5,3818.0,442.0,10.375586854460094,0.0
330,n-n-4,Y-coord,-3.0-3.0,0.5,3555.0,705.0,16.549295774647888,0.0
426,n-n-5,Y-coord,-3.0-3.0,0.5,4152.0,108.0,2.535211267605634,0.0
522,p-p-1,Y-coord,-3.0-3.0,0.5,3652.0,608.0,14.272300469483568,0.0
618,p-p-2,Y-coord,-3.0-3.0,0.5,3369.0,891.0,20.91549295774648,0.0
714,p-p-3,Y-coord,-3.0-3.0,0.5,2839.0,1421.0,33.35680751173709,0.0
810,p-p-4,Y-coord,-3.0-3.0,0.5,3316.0,944.0,22.15962441314554,0.0
906,p-so-1,Y-coord,-3.0-3.0,0.5,3476.0,784.0,18.4037558685446,1.0
1002,p-so-10,Y-coord,-3.0-3.0,0.5,3477.0,783.0,18.380281690140844,1.0
1098,p-so-11,Y-coord,-3.0-3.0,0.5,3255.0,1005.0,23.591549295774648,1.0
1194,p-so-12,Y-coord,-3.0-3.0,0.5,3167.0,1093.0,25.657276995305164,1.0
1290,p-so-13,Y-coord,-3.0-3.0,0.5,3999.0,261.0,6.126760563380282,1.0
1386,p-so-14,Y-coord,-3.0-3.0,0.5,3792.0,468.0,10.985915492957746,1.0
1482,p-so-15,Y-coord,-3.0-3.0,0.5,3888.0,372.0,8.732394366197184,1.0
1578,p-so-16,Y-coord,-3.0-3.0,0.5,3499.0,761.0,17.863849765258216,1.0
1674,p-so-2,Y-coord,-3.0-3.0,0.5,4053.0,207.0,4.859154929577465,1.0
1770,p-so-3,Y-coord,-3.0-3.0,0.5,3379.0,881.0,20.68075117370892,1.0
1866,p-so-4,Y-coord,-3.0-3.0,0.5,3402.0,858.0,20.140845070422536,1.0
1962,p-so-5,Y-coord,-3.0-3.0,0.5,3290.0,970.0,22.769953051643192,1.0
2058,p-so-6,Y-coord,-3.0-3.0,0.5,3501.0,759.0,17.816901408450704,1.0
2154,p-so-7,Y-coord,-3.0-3.0,0.5,3665.0,595.0,13.967136150234742,1.0
2250,p-so-8,Y-coord,-3.0-3.0,0.5,3289.0,971.0,22.793427230046948,1.0
2346,p-so-9,Y-coord,-3.0-3.0,0.5,3926.0,334.0,7.84037558685446,1.0
2442,pcpo-1,Y-coord,-3.0-3.0,0.5,4096.0,164.0,3.8497652582159625,0.0
2538,pcpo-2,Y-coord,-3.0-3.0,0.5,3783.0,477.0,11.19718309859155,0.0
2634,pcpo-3,Y-coord,-3.0-3.0,0.5,3719.0,541.0,12.699530516431924,0.0
2730,pnpo-1,Y-coord,-3.0-3.0,0.5,3801.0,459.0,10.774647887323944,1.0
2826,pnpo-10,Y-coord,-3.0-3.0,0.5,3307.0,953.0,22.370892018779344,1.0
2922,pnpo-11,Y-coord,-3.0-3.0,0.5,3288.0,972.0,22.816901408450704,1.0
3018,pnpo-12,Y-coord,-3.0-3.0,0.5,3259.0,1001.0,23.497652582159624,1.0
3114,pnpo-13,Y-coord,-3.0-3.0,0.5,3259.0,1001.0,23.497652582159624,1.0
3210,pnpo-2,Y-coord,-3.0-3.0,0.5,3434.0,826.0,19.389671361502348,1.0
3306,pnpo-3,Y-coord,-3.0-3.0,0.5,3876.0,384.0,9.014084507042254,1.0
3402,pnpo-4,Y-coord,-3.0-3.0,0.5,3858.0,402.0,9.43661971830986,1.0
3498,pnpo-5,Y-coord,-3.0-3.0,0.5,3800.0,460.0,10.7981220657277,1.0
3594,pnpo-6,Y-coord,-3.0-3.0,0.5,4036.0,224.0,5.258215962441315,1.0
3690,pnpo-7,Y-coord,-3.0-3.0,0.5,4048.0,212.0,4.976525821596244,1.0
3786,pnpo-8,Y-coord,-3.0-3.0,0.5,3810.0,450.0,10.56338028169014,1.0
3882,pnpo-9,Y-coord,-3.0-3.0,0.5,3290.0,970.0,22.769953051643192,1.0
43,n-n-1,Y-coord,-3.0-3.0,0.75,3870.0,390.0,9.154929577464788,0.0
139,n-n-2,Y-coord,-3.0-3.0,0.75,4058.0,202.0,4.741784037558685,0.0
235,n-n-3,Y-coord,-3.0-3.0,0.75,4044.0,216.0,5.070422535211268,0.0
331,n-n-4,Y-coord,-3.0-3.0,0.75,3892.0,368.0,8.63849765258216,0.0
427,n-n-5,Y-coord,-3.0-3.0,0.75,4260.0,0.0,0.0,0.0
523,p-p-1,Y-coord,-3.0-3.0,0.75,3916.0,344.0,8.075117370892018,0.0
619,p-p-2,Y-coord,-3.0-3.0,0.75,3613.0,647.0,15.187793427230046,0.0
715,p-p-3,Y-coord,-3.0-3.0,0.75,3031.0,1229.0,28.849765258215964,0.0
811,p-p-4,Y-coord,-3.0-3.0,0.75,4039.0,221.0,5.187793427230047,0.0
907,p-so-1,Y-coord,-3.0-3.0,0.75,3636.0,624.0,14.647887323943662,1.0
1003,p-so-10,Y-coord,-3.0-3.0,0.75,3608.0,652.0,15.305164319248826,1.0
1099,p-so-11,Y-coord,-3.0-3.0,0.75,3362.0,898.0,21.079812206572768,1.0
1195,p-so-12,Y-coord,-3.0-3.0,0.75,3259.0,1001.0,23.497652582159624,1.0
1291,p-so-13,Y-coord,-3.0-3.0,0.75,4111.0,149.0,3.4976525821596245,1.0
1387,p-so-14,Y-coord,-3.0-3.0,0.75,4063.0,197.0,4.624413145539906,1.0
1483,p-so-15,Y-coord,-3.0-3.0,0.75,4046.0,214.0,5.023474178403756,1.0
1579,p-so-16,Y-coord,-3.0-3.0,0.75,3794.0,466.0,10.938967136150234,1.0
1675,p-so-2,Y-coord,-3.0-3.0,0.75,4127.0,133.0,3.1220657276995305,1.0
1771,p-so-3,Y-coord,-3.0-3.0,0.75,3526.0,734.0,17.230046948356808,1.0
1867,p-so-4,Y-coord,-3.0-3.0,0.75,3538.0,722.0,16.948356807511736,1.0
1963,p-so-5,Y-coord,-3.0-3.0,0.75,3581.0,679.0,15.938967136150234,1.0
2059,p-so-6,Y-coord,-3.0-3.0,0.75,3617.0,643.0,15.093896713615024,1.0
2155,p-so-7,Y-coord,-3.0-3.0,0.75,3781.0,479.0,11.244131455399062,1.0
2251,p-so-8,Y-coord,-3.0-3.0,0.75,3397.0,863.0,20.258215962441316,1.0
2347,p-so-9,Y-coord,-3.0-3.0,0.75,4111.0,149.0,3.4976525821596245,1.0
2443,pcpo-1,Y-coord,-3.0-3.0,0.75,4177.0,83.0,1.948356807511737,0.0
2539,pcpo-2,Y-coord,-3.0-3.0,0.75,3881.0,379.0,8.896713615023474,0.0
2635,pcpo-3,Y-coord,-3.0-3.0,0.75,3857.0,403.0,9.460093896713616,0.0
2731,pnpo-1,Y-coord,-3.0-3.0,0.75,3852.0,408.0,9.577464788732394,1.0
2827,pnpo-10,Y-coord,-3.0-3.0,0.75,3481.0,779.0,18.28638497652582,1.0
2923,pnpo-11,Y-coord,-3.0-3.0,0.75,3461.0,799.0,18.75586854460094,1.0
3019,pnpo-12,Y-coord,-3.0-3.0,0.75,3430.0,830.0,19.483568075117372,1.0
3115,pnpo-13,Y-coord,-3.0-3.0,0.75,3443.0,817.0,19.178403755868544,1.0
3211,pnpo-2,Y-coord,-3.0-3.0,0.75,3461.0,799.0,18.75586854460094,1.0
3307,pnpo-3,Y-coord,-3.0-3.0,0.75,3948.0,312.0,7.323943661971831,1.0
3403,pnpo-4,Y-coord,-3.0-3.0,0.75,3930.0,330.0,7.746478873239437,1.0
3499,pnpo-5,Y-coord,-3.0-3.0,0.75,3853.0,407.0,9.553990610328638,1.0
3595,pnpo-6,Y-coord,-3.0-3.0,0.75,4105.0,155.0,3.6384976525821595,1.0
3691,pnpo-7,Y-coord,-3.0-3.0,0.75,4115.0,145.0,3.403755868544601,1.0
3787,pnpo-8,Y-coord,-3.0-3.0,0.75,3861.0,399.0,9.366197183098592,1.0
3883,pnpo-9,Y-coord,-3.0-3.0,0.75,3440.0,820.0,19.248826291079812,1.0
44,n-n-1,Y-coord,-3.0-3.0,1.0,4073.0,187.0,4.389671361502347,0.0
140,n-n-2,Y-coord,-3.0-3.0,1.0,4226.0,34.0,0.7981220657276995,0.0
236,n-n-3,Y-coord,-3.0-3.0,1.0,4222.0,38.0,0.892018779342723,0.0
332,n-n-4,Y-coord,-3.0-3.0,1.0,4157.0,103.0,2.4178403755868545,0.0
428,n-n-5,Y-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0
524,p-p-1,Y-coord,-3.0-3.0,1.0,4200.0,60.0,1.408450704225352,0.0
620,p-p-2,Y-coord,-3.0-3.0,1.0,3988.0,272.0,6.384976525821596,0.0
716,p-p-3,Y-coord,-3.0-3.0,1.0,3369.0,891.0,20.91549295774648,0.0
812,p-p-4,Y-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0
908,p-so-1,Y-coord,-3.0-3.0,1.0,3876.0,384.0,9.014084507042254,1.0
1004,p-so-10,Y-coord,-3.0-3.0,1.0,3836.0,424.0,9.953051643192488,1.0
1100,p-so-11,Y-coord,-3.0-3.0,1.0,3520.0,740.0,17.370892018779344,1.0
1196,p-so-12,Y-coord,-3.0-3.0,1.0,3432.0,828.0,19.43661971830986,1.0
1292,p-so-13,Y-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,1.0
1388,p-so-14,Y-coord,-3.0-3.0,1.0,4234.0,26.0,0.6103286384976526,1.0
1484,p-so-15,Y-coord,-3.0-3.0,1.0,4202.0,58.0,1.3615023474178405,1.0
1580,p-so-16,Y-coord,-3.0-3.0,1.0,3942.0,318.0,7.464788732394366,1.0
1676,p-so-2,Y-coord,-3.0-3.0,1.0,4250.0,10.0,0.2347417840375587,1.0
1772,p-so-3,Y-coord,-3.0-3.0,1.0,3793.0,467.0,10.96244131455399,1.0
1868,p-so-4,Y-coord,-3.0-3.0,1.0,3795.0,465.0,10.915492957746478,1.0
1964,p-so-5,Y-coord,-3.0-3.0,1.0,3883.0,377.0,8.849765258215962,1.0
2060,p-so-6,Y-coord,-3.0-3.0,1.0,3804.0,456.0,10.704225352112676,1.0
2156,p-so-7,Y-coord,-3.0-3.0,1.0,3998.0,262.0,6.150234741784038,1.0
2252,p-so-8,Y-coord,-3.0-3.0,1.0,3605.0,655.0,15.375586854460094,1.0
2348,p-so-9,Y-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,1.0
2444,pcpo-1,Y-coord,-3.0-3.0,1.0,4260.0,0.0,0.0,0.0
2540,pcpo-2,Y-coord,-3.0-3.0,1.0,4056.0,204.0,4.788732394366197,0.0
2636,pcpo-3,Y-coord,-3.0-3.0,1.0,4122.0,138.0,3.23943661971831,0.0
2732,pnpo-1,Y-coord,-3.0-3.0,1.0,3955.0,305.0,7.15962441314554,1.0
