,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt,Coefficient,Weighted_percent_filled
2520,pcpo-2,Y-coord,-1.0-1.0,0.0,776.0,644.0,45.352112676056336,0.0,0.024090526809695628,1.092556286298872
2616,pcpo-3,Y-coord,-1.0-1.0,0.0,716.0,704.0,49.57746478873239,0.0,0.024090526809695628,1.1943472446496988
2712,pnpo-1,Y-coord,-1.0-1.0,0.0,1004.0,416.0,29.295774647887324,1.0,0.024090526809695628,0.7057506445657311
2808,pnpo-10,Y-coord,-1.0-1.0,0.0,753.0,667.0,46.971830985915496,1.0,0.024090526809695628,1.131576153666689
2904,pnpo-11,Y-coord,-1.0-1.0,0.0,751.0,669.0,47.11267605633803,1.0,0.024090526809695628,1.1349691856117166
3000,pnpo-12,Y-coord,-1.0-1.0,0.0,754.0,666.0,46.901408450704224,1.0,0.024090526809695628,1.129879637694175
3096,pnpo-13,Y-coord,-1.0-1.0,0.0,742.0,678.0,47.74647887323944,1.0,0.024090526809695628,1.1502378293643405
3192,pnpo-2,Y-coord,-1.0-1.0,0.0,907.0,513.0,36.12676056338028,1.0,0.024090526809695628,0.8703126938995673
3288,pnpo-3,Y-coord,-1.0-1.0,0.0,1046.0,374.0,26.338028169014084,1.0,0.024090526809695628,0.6344969737201525
3384,pnpo-4,Y-coord,-1.0-1.0,0.0,991.0,429.0,30.211267605633804,1.0,0.024090526809695628,0.7278053522084101
3480,pnpo-5,Y-coord,-1.0-1.0,0.0,1004.0,416.0,29.295774647887324,1.0,0.024090526809695628,0.7057506445657311
3576,pnpo-6,Y-coord,-1.0-1.0,0.0,1011.0,409.0,28.802816901408452,1.0,0.024090526809695628,0.6938750327581347
3672,pnpo-7,Y-coord,-1.0-1.0,0.0,1014.0,406.0,28.591549295774648,1.0,0.024090526809695628,0.6887854848405933
3768,pnpo-8,Y-coord,-1.0-1.0,0.0,1007.0,413.0,29.08450704225352,1.0,0.024090526809695628,0.7006610966481897
3864,pnpo-9,Y-coord,-1.0-1.0,0.0,754.0,666.0,46.901408450704224,1.0,0.024090526809695628,1.129879637694175
25,n-n-1,Y-coord,-1.0-1.0,0.25,901.0,519.0,36.54929577464789,0.0,0.2543773660034175,9.297313588434767
121,n-n-2,Y-coord,-1.0-1.0,0.25,871.0,549.0,38.66197183098591,0.0,0.2543773660034175,9.83473055886452
217,n-n-3,Y-coord,-1.0-1.0,0.25,891.0,529.0,37.25352112676056,0.0,0.2543773660034175,9.476452578578018
313,n-n-4,Y-coord,-1.0-1.0,0.25,925.0,495.0,34.859154929577464,0.0,0.2543773660034175,8.867380012090962
409,n-n-5,Y-coord,-1.0-1.0,0.25,1040.0,380.0,26.760563380281692,0.0,0.2543773660034175,6.807281625443567
505,p-p-1,Y-coord,-1.0-1.0,0.25,914.0,506.0,35.63380281690141,0.0,0.2543773660034175,9.064432901248539
601,p-p-2,Y-coord,-1.0-1.0,0.25,769.0,651.0,45.84507042253521,0.0,0.2543773660034175,11.661948258325689
697,p-p-3,Y-coord,-1.0-1.0,0.25,876.0,544.0,38.309859154929576,0.0,0.2543773660034175,9.745161063792894
793,p-p-4,Y-coord,-1.0-1.0,0.25,986.0,434.0,30.56338028169014,0.0,0.2543773660034175,7.774632172217125
889,p-so-1,Y-coord,-1.0-1.0,0.25,1046.0,374.0,26.338028169014084,1.0,0.2543773660034175,6.699798231357615
985,p-so-10,Y-coord,-1.0-1.0,0.25,1099.0,321.0,22.6056338028169,1.0,0.2543773660034175,5.750361583598381
1081,p-so-11,Y-coord,-1.0-1.0,0.25,1170.0,250.0,17.6056338028169,1.0,0.2543773660034175,4.478474753581294
1177,p-so-12,Y-coord,-1.0-1.0,0.25,1179.0,241.0,16.971830985915492,1.0,0.2543773660034175,4.317249662452367
1273,p-so-13,Y-coord,-1.0-1.0,0.25,1139.0,281.0,19.788732394366196,1.0,0.2543773660034175,5.033805623025374
1369,p-so-14,Y-coord,-1.0-1.0,0.25,1029.0,391.0,27.535211267605632,1.0,0.2543773660034175,7.004334514601143
1465,p-so-15,Y-coord,-1.0-1.0,0.25,1037.0,383.0,26.971830985915492,1.0,0.2543773660034175,6.861023322486542
1561,p-so-16,Y-coord,-1.0-1.0,0.25,1212.0,208.0,14.647887323943662,1.0,0.2543773660034175,3.7260909949796366
1657,p-so-2,Y-coord,-1.0-1.0,0.25,1169.0,251.0,17.676056338028168,1.0,0.2543773660034175,4.496388652595619
1753,p-so-3,Y-coord,-1.0-1.0,0.25,990.0,430.0,30.281690140845072,1.0,0.2543773660034175,7.702976576159825
1849,p-so-4,Y-coord,-1.0-1.0,0.25,1000.0,420.0,29.577464788732396,1.0,0.2543773660034175,7.523837586016573
1945,p-so-5,Y-coord,-1.0-1.0,0.25,1324.0,96.0,6.76056338028169,1.0,0.2543773660034175,1.7197343053752168
2041,p-so-6,Y-coord,-1.0-1.0,0.25,1055.0,365.0,25.704225352112676,1.0,0.2543773660034175,6.538573140228689
2137,p-so-7,Y-coord,-1.0-1.0,0.25,1028.0,392.0,27.6056338028169,1.0,0.2543773660034175,7.022248413615468
2233,p-so-8,Y-coord,-1.0-1.0,0.25,921.0,499.0,35.140845070422536,1.0,0.2543773660034175,8.939035608148263
2329,p-so-9,Y-coord,-1.0-1.0,0.25,1177.0,243.0,17.112676056338028,1.0,0.2543773660034175,4.353077460481018
2425,pcpo-1,Y-coord,-1.0-1.0,0.25,1344.0,76.0,5.352112676056338,0.0,0.2543773660034175,1.3614563250887133
2521,pcpo-2,Y-coord,-1.0-1.0,0.25,1142.0,278.0,19.577464788732396,0.0,0.2543773660034175,4.980063925982399
2617,pcpo-3,Y-coord,-1.0-1.0,0.25,1048.0,372.0,26.197183098591548,0.0,0.2543773660034175,6.663970433328965
2713,pnpo-1,Y-coord,-1.0-1.0,0.25,1324.0,96.0,6.76056338028169,1.0,0.2543773660034175,1.7197343053752168
2809,pnpo-10,Y-coord,-1.0-1.0,0.25,1049.0,371.0,26.12676056338028,1.0,0.2543773660034175,6.646056534314639
2905,pnpo-11,Y-coord,-1.0-1.0,0.25,1043.0,377.0,26.549295774647888,1.0,0.2543773660034175,6.753539928400591
3001,pnpo-12,Y-coord,-1.0-1.0,0.25,1041.0,379.0,26.690140845070424,1.0,0.2543773660034175,6.789367726429242
3097,pnpo-13,Y-coord,-1.0-1.0,0.25,1037.0,383.0,26.971830985915492,1.0,0.2543773660034175,6.861023322486542
3193,pnpo-2,Y-coord,-1.0-1.0,0.25,1294.0,126.0,8.873239436619718,1.0,0.2543773660034175,2.257151275804972
3289,pnpo-3,Y-coord,-1.0-1.0,0.25,1379.0,41.0,2.887323943661972,1.0,0.2543773660034175,0.7344698595873322
3385,pnpo-4,Y-coord,-1.0-1.0,0.25,1371.0,49.0,3.4507042253521125,1.0,0.2543773660034175,0.8777810517019335
3481,pnpo-5,Y-coord,-1.0-1.0,0.25,1324.0,96.0,6.76056338028169,1.0,0.2543773660034175,1.7197343053752168
3577,pnpo-6,Y-coord,-1.0-1.0,0.25,1335.0,85.0,5.985915492957746,1.0,0.2543773660034175,1.5226814162176399
3673,pnpo-7,Y-coord,-1.0-1.0,0.25,1335.0,85.0,5.985915492957746,1.0,0.2543773660034175,1.5226814162176399
3769,pnpo-8,Y-coord,-1.0-1.0,0.25,1327.0,93.0,6.549295774647887,1.0,0.2543773660034175,1.6659926083322412
3865,pnpo-9,Y-coord,-1.0-1.0,0.25,1046.0,374.0,26.338028169014084,1.0,0.2543773660034175,6.699798231357615
26,n-n-1,Y-coord,-1.0-1.0,0.5,1121.0,299.0,21.056338028169016,0.0,0.23472580068636112,4.942465803184646
122,n-n-2,Y-coord,-1.0-1.0,0.5,1109.0,311.0,21.901408450704224,0.0,0.23472580068636112,5.140825634750585
218,n-n-3,Y-coord,-1.0-1.0,0.5,1110.0,310.0,21.830985915492956,0.0,0.23472580068636112,5.124295648786757
314,n-n-4,Y-coord,-1.0-1.0,0.5,1236.0,184.0,12.95774647887324,0.0,0.23472580068636112,3.0415174173443975
410,n-n-5,Y-coord,-1.0-1.0,0.5,1312.0,108.0,7.605633802816901,0.0,0.23472580068636112,1.7852384840934508
506,p-p-1,Y-coord,-1.0-1.0,0.5,1274.0,146.0,10.28169014084507,0.0,0.23472580068636112,2.413377950718924
602,p-p-2,Y-coord,-1.0-1.0,0.5,1089.0,331.0,23.309859154929576,0.0,0.23472580068636112,5.47142535402715
698,p-p-3,Y-coord,-1.0-1.0,0.5,947.0,473.0,33.309859154929576,0.0,0.23472580068636112,7.818683360890761
794,p-p-4,Y-coord,-1.0-1.0,0.5,975.0,445.0,31.338028169014084,0.0,0.23472580068636112,7.35584375390357
890,p-so-1,Y-coord,-1.0-1.0,0.5,1320.0,100.0,7.042253521126761,1.0,0.23472580068636112,1.6529985963828249
986,p-so-10,Y-coord,-1.0-1.0,0.5,1350.0,70.0,4.929577464788732,1.0,0.23472580068636112,1.1570990174679772
1082,p-so-11,Y-coord,-1.0-1.0,0.5,1339.0,81.0,5.704225352112676,1.0,0.23472580068636112,1.338928863070088
1178,p-so-12,Y-coord,-1.0-1.0,0.5,1335.0,85.0,5.985915492957746,1.0,0.23472580068636112,1.405048806925401
1274,p-so-13,Y-coord,-1.0-1.0,0.5,1407.0,13.0,0.9154929577464789,1.0,0.23472580068636112,0.2148898175297672
1370,p-so-14,Y-coord,-1.0-1.0,0.5,1324.0,96.0,6.76056338028169,1.0,0.23472580068636112,1.5868786525275118
1466,p-so-15,Y-coord,-1.0-1.0,0.5,1318.0,102.0,7.183098591549296,1.0,0.23472580068636112,1.6860585683104814
1562,p-so-16,Y-coord,-1.0-1.0,0.5,1269.0,151.0,10.633802816901408,1.0,0.23472580068636112,2.4960278805380653
1658,p-so-2,Y-coord,-1.0-1.0,0.5,1347.0,73.0,5.140845070422535,1.0,0.23472580068636112,1.206688975359462
1754,p-so-3,Y-coord,-1.0-1.0,0.5,1236.0,184.0,12.95774647887324,1.0,0.23472580068636112,3.0415174173443975
1850,p-so-4,Y-coord,-1.0-1.0,0.5,1245.0,175.0,12.32394366197183,1.0,0.23472580068636112,2.8927475436699432
1946,p-so-5,Y-coord,-1.0-1.0,0.5,1409.0,11.0,0.7746478873239436,1.0,0.23472580068636112,0.1818298456021107
2042,p-so-6,Y-coord,-1.0-1.0,0.5,1188.0,232.0,16.338028169014084,1.0,0.23472580068636112,3.8349567436081533
2138,p-so-7,Y-coord,-1.0-1.0,0.5,1286.0,134.0,9.43661971830986,1.0,0.23472580068636112,2.2150181191529854
2234,p-so-8,Y-coord,-1.0-1.0,0.5,1177.0,243.0,17.112676056338028,1.0,0.23472580068636112,4.016786589210264
2330,p-so-9,Y-coord,-1.0-1.0,0.5,1385.0,35.0,2.464788732394366,1.0,0.23472580068636112,0.5785495087339886
2426,pcpo-1,Y-coord,-1.0-1.0,0.5,1420.0,0.0,0.0,0.0,0.23472580068636112,0.0
2522,pcpo-2,Y-coord,-1.0-1.0,0.5,1288.0,132.0,9.295774647887324,0.0,0.23472580068636112,2.1819581472253287
2618,pcpo-3,Y-coord,-1.0-1.0,0.5,1175.0,245.0,17.253521126760564,0.0,0.23472580068636112,4.049846561137921
2714,pnpo-1,Y-coord,-1.0-1.0,0.5,1410.0,10.0,0.704225352112676,1.0,0.23472580068636112,0.16529985963828248
2810,pnpo-10,Y-coord,-1.0-1.0,0.5,1149.0,271.0,19.08450704225352,1.0,0.23472580068636112,4.479626196197455
2906,pnpo-11,Y-coord,-1.0-1.0,0.5,1145.0,275.0,19.366197183098592,1.0,0.23472580068636112,4.545746140052768
3002,pnpo-12,Y-coord,-1.0-1.0,0.5,1139.0,281.0,19.788732394366196,1.0,0.23472580068636112,4.644926055835738
3098,pnpo-13,Y-coord,-1.0-1.0,0.5,1135.0,285.0,20.070422535211268,1.0,0.23472580068636112,4.71104599969105
3194,pnpo-2,Y-coord,-1.0-1.0,0.5,1374.0,46.0,3.23943661971831,1.0,0.23472580068636112,0.7603793543360994
3290,pnpo-3,Y-coord,-1.0-1.0,0.5,1420.0,0.0,0.0,1.0,0.23472580068636112,0.0
3386,pnpo-4,Y-coord,-1.0-1.0,0.5,1420.0,0.0,0.0,1.0,0.23472580068636112,0.0
3482,pnpo-5,Y-coord,-1.0-1.0,0.5,1405.0,15.0,1.056338028169014,1.0,0.23472580068636112,0.24794978945742369
3578,pnpo-6,Y-coord,-1.0-1.0,0.5,1385.0,35.0,2.464788732394366,1.0,0.23472580068636112,0.5785495087339886
3674,pnpo-7,Y-coord,-1.0-1.0,0.5,1386.0,34.0,2.3943661971830985,1.0,0.23472580068636112,0.5620195227701604
3770,pnpo-8,Y-coord,-1.0-1.0,0.5,1410.0,10.0,0.704225352112676,1.0,0.23472580068636112,0.16529985963828248
3866,pnpo-9,Y-coord,-1.0-1.0,0.5,1146.0,274.0,19.295774647887324,1.0,0.23472580068636112,4.52921615408894
27,n-n-1,Y-coord,-1.0-1.0,0.75,1293.0,127.0,8.943661971830986,0.0,0.021156885516000375,0.18922003243183433
123,n-n-2,Y-coord,-1.0-1.0,0.75,1289.0,131.0,9.225352112676056,0.0,0.021156885516000375,0.1951797184926795
219,n-n-3,Y-coord,-1.0-1.0,0.75,1289.0,131.0,9.225352112676056,0.0,0.021156885516000375,0.1951797184926795
315,n-n-4,Y-coord,-1.0-1.0,0.75,1406.0,14.0,0.9859154929577465,0.0,0.021156885516000375,0.020858901212958116
411,n-n-5,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,0.0,0.021156885516000375,0.0
507,p-p-1,Y-coord,-1.0-1.0,0.75,1307.0,113.0,7.957746478873239,0.0,0.021156885516000375,0.16836113121887622
603,p-p-2,Y-coord,-1.0-1.0,0.75,1199.0,221.0,15.56338028169014,0.0,0.021156885516000375,0.32927265486169593
699,p-p-3,Y-coord,-1.0-1.0,0.75,1051.0,369.0,25.985915492957748,0.0,0.021156885516000375,0.5497810391129675
795,p-p-4,Y-coord,-1.0-1.0,0.75,1339.0,81.0,5.704225352112676,0.0,0.021156885516000375,0.12068364273211481
891,p-so-1,Y-coord,-1.0-1.0,0.75,1346.0,74.0,5.211267605633803,1.0,0.021156885516000375,0.11025419212563575
987,p-so-10,Y-coord,-1.0-1.0,0.75,1381.0,39.0,2.7464788732394365,1.0,0.021156885516000375,0.05810693909324046
1083,p-so-11,Y-coord,-1.0-1.0,0.75,1361.0,59.0,4.154929577464789,1.0,0.021156885516000375,0.08790536939746635
1179,p-so-12,Y-coord,-1.0-1.0,0.75,1362.0,58.0,4.084507042253521,1.0,0.021156885516000375,0.08641544788225505
1275,p-so-13,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
1371,p-so-14,Y-coord,-1.0-1.0,0.75,1374.0,46.0,3.23943661971831,1.0,0.021156885516000375,0.06853638969971952
1467,p-so-15,Y-coord,-1.0-1.0,0.75,1384.0,36.0,2.535211267605634,1.0,0.021156885516000375,0.05363717454760659
1563,p-so-16,Y-coord,-1.0-1.0,0.75,1301.0,119.0,8.380281690140846,1.0,0.021156885516000375,0.177300660310144
1659,p-so-2,Y-coord,-1.0-1.0,0.75,1379.0,41.0,2.887323943661972,1.0,0.021156885516000375,0.06108678212366306
1755,p-so-3,Y-coord,-1.0-1.0,0.75,1281.0,139.0,9.788732394366198,1.0,0.021156885516000375,0.20709909061436987
1851,p-so-4,Y-coord,-1.0-1.0,0.75,1288.0,132.0,9.295774647887324,1.0,0.021156885516000375,0.1966696400078908
1947,p-so-5,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
2043,p-so-6,Y-coord,-1.0-1.0,0.75,1221.0,199.0,14.014084507042254,1.0,0.021156885516000375,0.2964943815270475
2139,p-so-7,Y-coord,-1.0-1.0,0.75,1327.0,93.0,6.549295774647887,1.0,0.021156885516000375,0.13856270091465034
2235,p-so-8,Y-coord,-1.0-1.0,0.75,1240.0,180.0,12.67605633802817,1.0,0.021156885516000375,0.26818587273803296
2331,p-so-9,Y-coord,-1.0-1.0,0.75,1404.0,16.0,1.1267605633802817,1.0,0.021156885516000375,0.023838744243380706
2427,pcpo-1,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,0.0,0.021156885516000375,0.0
2523,pcpo-2,Y-coord,-1.0-1.0,0.75,1325.0,95.0,6.690140845070423,0.0,0.021156885516000375,0.14154254394507293
2619,pcpo-3,Y-coord,-1.0-1.0,0.75,1247.0,173.0,12.183098591549296,0.0,0.021156885516000375,0.25775642213155386
2715,pnpo-1,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
2811,pnpo-10,Y-coord,-1.0-1.0,0.75,1163.0,257.0,18.098591549295776,1.0,0.021156885516000375,0.38290982940930257
2907,pnpo-11,Y-coord,-1.0-1.0,0.75,1158.0,262.0,18.450704225352112,1.0,0.021156885516000375,0.390359436985359
3003,pnpo-12,Y-coord,-1.0-1.0,0.75,1153.0,267.0,18.802816901408452,1.0,0.021156885516000375,0.3978090445614155
3099,pnpo-13,Y-coord,-1.0-1.0,0.75,1145.0,275.0,19.366197183098592,1.0,0.021156885516000375,0.40972841668310583
3195,pnpo-2,Y-coord,-1.0-1.0,0.75,1375.0,45.0,3.1690140845070425,1.0,0.021156885516000375,0.06704646818450824
3291,pnpo-3,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
3387,pnpo-4,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
3483,pnpo-5,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
3579,pnpo-6,Y-coord,-1.0-1.0,0.75,1414.0,6.0,0.4225352112676056,1.0,0.021156885516000375,0.008939529091267764
3675,pnpo-7,Y-coord,-1.0-1.0,0.75,1413.0,7.0,0.49295774647887325,1.0,0.021156885516000375,0.010429450606479058
3771,pnpo-8,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0,1.0,0.021156885516000375,0.0
3867,pnpo-9,Y-coord,-1.0-1.0,0.75,1161.0,259.0,18.239436619718308,1.0,0.021156885516000375,0.3858896724397251
28,n-n-1,Y-coord,-1.0-1.0,1.0,1400.0,20.0,1.408450704225352,0.0,0.007027173170003751,0.009897427000005283
124,n-n-2,Y-coord,-1.0-1.0,1.0,1393.0,27.0,1.9014084507042253,0.0,0.007027173170003751,0.01336152645000713
220,n-n-3,Y-coord,-1.0-1.0,1.0,1391.0,29.0,2.0422535211267605,0.0,0.007027173170003751,0.01435126915000766
316,n-n-4,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,0.0,0.007027173170003751,0.0
412,n-n-5,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,0.0,0.007027173170003751,0.0
508,p-p-1,Y-coord,-1.0-1.0,1.0,1364.0,56.0,3.943661971830986,0.0,0.007027173170003751,0.027712795600014793
604,p-p-2,Y-coord,-1.0-1.0,1.0,1354.0,66.0,4.647887323943662,0.0,0.007027173170003751,0.03266150910001744
700,p-p-3,Y-coord,-1.0-1.0,1.0,1192.0,228.0,16.056338028169016,0.0,0.007027173170003751,0.11283066780006024
796,p-p-4,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,0.0,0.007027173170003751,0.0
892,p-so-1,Y-coord,-1.0-1.0,1.0,1385.0,35.0,2.464788732394366,1.0,0.007027173170003751,0.017320497250009243
988,p-so-10,Y-coord,-1.0-1.0,1.0,1415.0,5.0,0.352112676056338,1.0,0.007027173170003751,0.0024743567500013206
1084,p-so-11,Y-coord,-1.0-1.0,1.0,1402.0,18.0,1.267605633802817,1.0,0.007027173170003751,0.008907684300004754
1180,p-so-12,Y-coord,-1.0-1.0,1.0,1405.0,15.0,1.056338028169014,1.0,0.007027173170003751,0.0074230702500039615
1276,p-so-13,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
1372,p-so-14,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
1468,p-so-15,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
1564,p-so-16,Y-coord,-1.0-1.0,1.0,1352.0,68.0,4.788732394366197,1.0,0.007027173170003751,0.03365125180001796
1660,p-so-2,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
1756,p-so-3,Y-coord,-1.0-1.0,1.0,1371.0,49.0,3.4507042253521125,1.0,0.007027173170003751,0.024248696150012943
1852,p-so-4,Y-coord,-1.0-1.0,1.0,1376.0,44.0,3.0985915492957745,1.0,0.007027173170003751,0.02177433940001162
1948,p-so-5,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
2044,p-so-6,Y-coord,-1.0-1.0,1.0,1286.0,134.0,9.43661971830986,1.0,0.007027173170003751,0.0663127609000354
2140,p-so-7,Y-coord,-1.0-1.0,1.0,1405.0,15.0,1.056338028169014,1.0,0.007027173170003751,0.0074230702500039615
2236,p-so-8,Y-coord,-1.0-1.0,1.0,1314.0,106.0,7.464788732394366,1.0,0.007027173170003751,0.052456363100028
2332,p-so-9,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
2428,pcpo-1,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,0.0,0.007027173170003751,0.0
2524,pcpo-2,Y-coord,-1.0-1.0,1.0,1367.0,53.0,3.732394366197183,0.0,0.007027173170003751,0.026228181550014
2620,pcpo-3,Y-coord,-1.0-1.0,1.0,1367.0,53.0,3.732394366197183,0.0,0.007027173170003751,0.026228181550014
2716,pnpo-1,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
2812,pnpo-10,Y-coord,-1.0-1.0,1.0,1191.0,229.0,16.12676056338028,1.0,0.007027173170003751,0.11332553915006048
2908,pnpo-11,Y-coord,-1.0-1.0,1.0,1184.0,236.0,16.619718309859156,1.0,0.007027173170003751,0.11678963860006235
3004,pnpo-12,Y-coord,-1.0-1.0,1.0,1178.0,242.0,17.04225352112676,1.0,0.007027173170003751,0.11975886670006392
3100,pnpo-13,Y-coord,-1.0-1.0,1.0,1172.0,248.0,17.464788732394368,1.0,0.007027173170003751,0.12272809480006552
3196,pnpo-2,Y-coord,-1.0-1.0,1.0,1378.0,42.0,2.9577464788732395,1.0,0.007027173170003751,0.020784596700011093
3292,pnpo-3,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3388,pnpo-4,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3484,pnpo-5,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3580,pnpo-6,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3676,pnpo-7,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3772,pnpo-8,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0,1.0,0.007027173170003751,0.0
3868,pnpo-9,Y-coord,-1.0-1.0,1.0,1189.0,231.0,16.267605633802816,1.0,0.007027173170003751,0.11431528185006101
29,n-n-1,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
125,n-n-2,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
221,n-n-3,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
317,n-n-4,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
413,n-n-5,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
509,p-p-1,Y-coord,-1.0-1.0,1.25,1411.0,9.0,0.6338028169014085,0.0,0.03123714378808803,0.01979818972484453
605,p-p-2,Y-coord,-1.0-1.0,1.25,1397.0,23.0,1.619718309859155,0.0,0.03123714378808803,0.05059537374126935
701,p-p-3,Y-coord,-1.0-1.0,1.25,1256.0,164.0,11.549295774647888,0.0,0.03123714378808803,0.3607670127638336
797,p-p-4,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
893,p-so-1,Y-coord,-1.0-1.0,1.25,1406.0,14.0,0.9859154929577465,1.0,0.03123714378808803,0.030797184016424818
989,p-so-10,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1085,p-so-11,Y-coord,-1.0-1.0,1.25,1416.0,4.0,0.28169014084507044,1.0,0.03123714378808803,0.008799195433264234
1181,p-so-12,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1277,p-so-13,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1373,p-so-14,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1469,p-so-15,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1565,p-so-16,Y-coord,-1.0-1.0,1.25,1385.0,35.0,2.464788732394366,1.0,0.03123714378808803,0.07699296004106204
1661,p-so-2,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1757,p-so-3,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1853,p-so-4,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
1949,p-so-5,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
2045,p-so-6,Y-coord,-1.0-1.0,1.25,1312.0,108.0,7.605633802816901,1.0,0.03123714378808803,0.2375782766981343
2141,p-so-7,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
2237,p-so-8,Y-coord,-1.0-1.0,1.25,1349.0,71.0,5.0,1.0,0.03123714378808803,0.15618571894044014
2333,p-so-9,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
2429,pcpo-1,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
2525,pcpo-2,Y-coord,-1.0-1.0,1.25,1396.0,24.0,1.6901408450704225,0.0,0.03123714378808803,0.052795172599585403
2621,pcpo-3,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.03123714378808803,0.0
2717,pnpo-1,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
2813,pnpo-10,Y-coord,-1.0-1.0,1.25,1207.0,213.0,15.0,1.0,0.03123714378808803,0.4685571568213205
2909,pnpo-11,Y-coord,-1.0-1.0,1.25,1205.0,215.0,15.140845070422536,1.0,0.03123714378808803,0.4729567545379526
3005,pnpo-12,Y-coord,-1.0-1.0,1.25,1192.0,228.0,16.056338028169016,1.0,0.03123714378808803,0.5015541396960614
3101,pnpo-13,Y-coord,-1.0-1.0,1.25,1187.0,233.0,16.408450704225352,1.0,0.03123714378808803,0.5125531339876416
3197,pnpo-2,Y-coord,-1.0-1.0,1.25,1381.0,39.0,2.7464788732394365,1.0,0.03123714378808803,0.08579215547432628
3293,pnpo-3,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
3389,pnpo-4,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.03123714378808803,0.0
